"","month","iso_code","date","location","total_cases","total_deaths","total_cases_per_million","total_deaths_per_million","total_tests","total_tests_per_thousand","total_vaccinations","total_boosters","total_vaccinations_per_hundred","total_boosters_per_hundred","population","population_density","continent"
"785","2020-12","COM","2020-12-31","Comoros",823,10,926.326,11.255,0,0,0,0,0,0,888456,437.352,"Africa"
"786","2021-01","COM","2021-01-31","Comoros",2726,93,3068.244,104.676,0,0,0,0,0,0,888456,437.352,"Africa"
"787","2021-02","COM","2021-02-28","Comoros",3571,144,4019.332,162.079,0,0,0,0,0,0,888456,437.352,"Africa"
"788","2021-03","COM","2021-03-31","Comoros",3696,146,4160.026,164.33,0,0,0,0,0,0,888456,437.352,"Africa"
"789","2021-04","COM","2021-04-30","Comoros",3834,146,4315.352,164.33,0,0,0,0,0,0,888456,437.352,"Africa"
"790","2021-05","COM","2021-05-31","Comoros",3881,146,4368.252,164.33,0,0,83907,0,9.44,0,888456,437.352,"Africa"
"791","2021-06","COM","2021-06-30","Comoros",3936,146,4430.157,164.33,0,0,NA,0,NA,0,888456,437.352,"Africa"
"792","2021-07","COM","2021-07-31","Comoros",4028,147,4533.708,165.456,0,0,NA,0,NA,0,888456,437.352,"Africa"
"793","2021-08","COM","2021-08-31","Comoros",4068,147,4578.73,165.456,0,0,NA,0,NA,0,888456,437.352,"Africa"
"794","2021-09","COM","2021-09-30","Comoros",4141,147,4660.895,165.456,0,0,NA,0,NA,0,888456,437.352,"Africa"
"795","2020-03","CPV","2020-03-31","Cape Verde",6,1,10.678,1.78,0,0,0,0,0,0,561901,135.58,"Africa"
"796","2020-04","CPV","2020-04-30","Cape Verde",121,1,215.34,1.78,0,0,0,0,0,0,561901,135.58,"Africa"
"797","2020-05","CPV","2020-05-31","Cape Verde",435,4,774.158,7.119,0,0,0,0,0,0,561901,135.58,"Africa"
"798","2020-06","CPV","2020-06-30","Cape Verde",1227,15,2183.659,26.695,0,0,0,0,0,0,561901,135.58,"Africa"
"799","2020-07","CPV","2020-07-31","Cape Verde",2451,23,4361.978,40.932,0,0,0,0,0,0,561901,135.58,"Africa"
"800","2020-08","CPV","2020-08-31","Cape Verde",3884,40,6912.25,71.187,0,0,0,0,0,0,561901,135.58,"Africa"
"801","2020-09","CPV","2020-09-30","Cape Verde",6024,60,10720.75,106.78,0,0,0,0,0,0,561901,135.58,"Africa"
"802","2020-10","CPV","2020-10-31","Cape Verde",8793,95,15648.664,169.069,0,0,0,0,0,0,561901,135.58,"Africa"
"803","2020-11","CPV","2020-11-30","Cape Verde",10761,105,19151.06,186.866,0,0,0,0,0,0,561901,135.58,"Africa"
"804","2020-12","CPV","2020-12-31","Cape Verde",11840,113,21071.328,201.103,0,0,0,0,0,0,561901,135.58,"Africa"
"805","2021-01","CPV","2021-01-31","Cape Verde",14070,134,25039.998,238.476,0,0,0,0,0,0,561901,135.58,"Africa"
"806","2021-02","CPV","2021-02-28","Cape Verde",15400,147,27406.963,261.612,0,0,0,0,0,0,561901,135.58,"Africa"
"807","2021-03","CPV","2021-03-31","Cape Verde",17470,168,31090.886,298.985,0,0,0,0,0,0,561901,135.58,"Africa"
"808","2021-04","CPV","2021-04-30","Cape Verde",23882,217,42502.149,386.189,0,0,0,0,0,0,561901,135.58,"Africa"
"809","2021-05","CPV","2021-05-31","Cape Verde",30439,264,54171.464,469.834,0,0,0,0,0,0,561901,135.58,"Africa"
"810","2021-06","CPV","2021-06-30","Cape Verde",32457,286,57762.844,508.986,0,0,0,0,0,0,561901,135.58,"Africa"
"811","2021-07","CPV","2021-07-31","Cape Verde",33791,298,60136.928,530.343,0,0,0,0,0,0,561901,135.58,"Africa"
"812","2021-08","CPV","2021-08-31","Cape Verde",35354,313,62918.557,557.038,0,0,309001,0,54.99,0,561901,135.58,"Africa"
"813","2021-09","CPV","2021-09-30","Cape Verde",37576,339,66872.99,603.309,0,0,420246,0,74.79,0,561901,135.58,"Africa"
"814","2020-03","CRI","2020-03-31","Costa Rica",347,2,67.522,0.389,3727,0.725,0,0,0,0,5139053,96.079,"North America"
"815","2020-04","CRI","2020-04-30","Costa Rica",719,6,139.909,1.168,9289,1.808,0,0,0,0,5139053,96.079,"North America"
"816","2020-05","CRI","2020-05-31","Costa Rica",1056,10,205.485,1.946,19136,3.724,0,0,0,0,5139053,96.079,"North America"
"817","2020-06","CRI","2020-06-30","Costa Rica",3459,16,673.081,3.113,32502,6.325,0,0,0,0,5139053,96.079,"North America"
"818","2020-07","CRI","2020-07-31","Costa Rica",17820,150,3467.565,29.188,76643,14.914,0,0,0,0,5139053,96.079,"North America"
"819","2020-08","CRI","2020-08-31","Costa Rica",41287,436,8033.97,84.841,131538,25.596,0,0,0,0,5139053,96.079,"North America"
"820","2020-09","CRI","2020-09-30","Costa Rica",75760,904,14742.016,175.908,204202,39.735,0,0,0,0,5139053,96.079,"North America"
"821","2020-10","CRI","2020-10-31","Costa Rica",109971,1385,21399.079,269.505,279948,54.475,0,0,0,0,5139053,96.079,"North America"
"822","2020-11","CRI","2020-11-30","Costa Rica",139638,1726,27171.932,335.86,349329,67.975,0,0,0,0,5139053,96.079,"North America"
"823","2020-12","CRI","2020-12-31","Costa Rica",169321,2185,32947.899,425.176,427761,83.237,0,0,0,0,5139053,96.079,"North America"
"824","2021-01","CRI","2021-01-31","Costa Rica",193276,2604,37609.264,506.708,502687,97.817,0,0,0,0,5139053,96.079,"North America"
"825","2021-02","CRI","2021-02-28","Costa Rica",204341,2800,39762.384,544.847,579897,112.841,0,0,0,0,5139053,96.079,"North America"
"826","2021-03","CRI","2021-03-31","Costa Rica",216764,2957,42179.756,575.398,681462,132.605,0,0,0,0,5139053,96.079,"North America"
"827","2021-04","CRI","2021-04-30","Costa Rica",250991,3231,48839.932,628.715,821746,159.902,0,0,0,0,5139053,96.079,"North America"
"828","2021-05","CRI","2021-05-31","Costa Rica",318986,4041,62070.969,786.332,1023486,199.158,0,0,0,0,5139053,96.079,"North America"
"829","2021-06","CRI","2021-06-30","Costa Rica",367938,4667,71596.46,908.144,1242730,241.821,0,0,0,0,5139053,96.079,"North America"
"830","2021-07","CRI","2021-07-31","Costa Rica",406814,5030,79161.277,978.78,1468598,285.772,0,0,0,0,5139053,96.079,"North America"
"831","2021-08","CRI","2021-08-31","Costa Rica",463726,5506,90235.691,1071.404,1696805,330.179,0,0,0,0,5139053,96.079,"North America"
"832","2021-09","CRI","2021-09-30","Costa Rica",532185,6386,103557.017,1242.641,1902801,370.263,0,0,0,0,5139053,96.079,"North America"
"833","2020-03","CUB","2020-03-31","Cuba",186,6,16.435,0.53,2766,0.244,0,0,0,0,11317498,110.408,"North America"
"834","2020-04","CUB","2020-04-30","Cuba",1501,61,132.626,5.39,49409,4.366,0,0,0,0,11317498,110.408,"North America"
"835","2020-05","CUB","2020-05-31","Cuba",2045,83,180.694,7.334,107037,9.458,0,0,0,0,11317498,110.408,"North America"
"836","2020-06","CUB","2020-06-30","Cuba",2341,86,206.848,7.599,173063,15.292,0,0,0,0,11317498,110.408,"North America"
"837","2020-07","CUB","2020-07-31","Cuba",2608,87,230.44,7.687,267649,23.649,0,0,0,0,11317498,110.408,"North America"
"838","2020-08","CUB","2020-08-31","Cuba",4032,94,356.262,8.306,403181,35.625,0,0,0,0,11317498,110.408,"North America"
"839","2020-09","CUB","2020-09-30","Cuba",5597,122,494.544,10.78,621180,54.887,0,0,0,0,11317498,110.408,"North America"
"840","2020-10","CUB","2020-10-31","Cuba",6887,128,608.527,11.31,849939,75.1,0,0,0,0,11317498,110.408,"North America"
"841","2020-11","CUB","2020-11-30","Cuba",8284,135,731.964,11.928,1125751,99.47,0,0,0,0,11317498,110.408,"North America"
"842","2020-12","CUB","2020-12-31","Cuba",11863,146,1048.2,12.9,1490767,131.722,0,0,0,0,11317498,110.408,"North America"
"843","2021-01","CUB","2021-01-31","Cuba",26686,214,2357.942,18.909,1904926,168.317,0,0,0,0,11317498,110.408,"North America"
"844","2021-02","CUB","2021-02-28","Cuba",49779,322,4398.41,28.452,2411287,213.058,0,0,0,0,11317498,110.408,"North America"
"845","2021-03","CUB","2021-03-31","Cuba",75263,424,6650.145,37.464,3005178,265.534,0,0,0,0,11317498,110.408,"North America"
"846","2021-04","CUB","2021-04-30","Cuba",106707,644,9428.497,56.903,3654854,322.938,0,0,0,0,11317498,110.408,"North America"
"847","2021-05","CUB","2021-05-31","Cuba",142266,958,12570.446,84.648,4349338,384.302,2037745,0,18.01,0,11317498,110.408,"North America"
"848","2021-06","CUB","2021-06-30","Cuba",190993,1284,16875.903,113.453,5149286,454.984,6132569,0,54.19,0,11317498,110.408,"North America"
"849","2021-07","CUB","2021-07-31","Cuba",384596,2758,33982.423,243.693,NA,NA,9894050,0,87.42,0,11317498,110.408,"North America"
"850","2021-08","CUB","2021-08-31","Cuba",652855,5303,57685.453,468.566,NA,NA,14115595,0,124.72,0,11317498,110.408,"North America"
"851","2021-09","CUB","2021-09-30","Cuba",877428,7436,77528.443,657.036,NA,NA,21292523,0,188.14,0,11317498,110.408,"North America"
"852","2021-03","CUW","2021-03-31","Curacao",0,0,0,0,0,0,0,0,0,0,164796,362.644,"North America"
"853","2021-04","CUW","2021-04-30","Curacao",0,0,0,0,0,0,95693,0,58.07,0,164796,362.644,"North America"
"854","2021-05","CUW","2021-05-31","Curacao",0,0,0,0,0,0,153779,0,93.31,0,164796,362.644,"North America"
"855","2021-06","CUW","2021-06-30","Curacao",0,0,0,0,0,0,167493,0,101.64,0,164796,362.644,"North America"
"856","2021-07","CUW","2021-07-31","Curacao",0,0,0,0,0,0,175129,0,106.27,0,164796,362.644,"North America"
"857","2021-08","CUW","2021-08-31","Curacao",0,0,0,0,0,0,182637,0,110.83,0,164796,362.644,"North America"
"858","2021-09","CUW","2021-09-30","Curacao",0,0,0,0,0,0,NA,0,NA,0,164796,362.644,"North America"
"859","2020-12","CYM","2020-12-31","Cayman Islands",0,0,0,0,0,0,0,0,0,0,66498,256.496,"North America"
"860","2021-01","CYM","2021-01-31","Cayman Islands",0,0,0,0,0,0,0,0,0,0,66498,256.496,"North America"
"861","2021-02","CYM","2021-02-28","Cayman Islands",0,0,0,0,0,0,0,0,0,0,66498,256.496,"North America"
"862","2021-03","CYM","2021-03-31","Cayman Islands",0,0,0,0,0,0,49561,0,74.53,0,66498,256.496,"North America"
"863","2021-04","CYM","2021-04-30","Cayman Islands",0,0,0,0,0,0,65694,0,98.79,0,66498,256.496,"North America"
"864","2021-05","CYM","2021-05-31","Cayman Islands",0,0,0,0,0,0,NA,0,NA,0,66498,256.496,"North America"
"865","2021-06","CYM","2021-06-30","Cayman Islands",0,0,0,0,0,0,93525,0,140.64,0,66498,256.496,"North America"
"866","2021-07","CYM","2021-07-31","Cayman Islands",0,0,0,0,0,0,NA,0,NA,0,66498,256.496,"North America"
"867","2021-08","CYM","2021-08-31","Cayman Islands",0,0,0,0,0,0,101008,0,151.9,0,66498,256.496,"North America"
"868","2021-09","CYM","2021-09-30","Cayman Islands",0,0,0,0,0,0,NA,0,NA,0,66498,256.496,"North America"
"869","2020-03","CYP","2020-03-31","Cyprus",230,7,256.695,7.812,7397,8.256,0,0,0,0,896005,127.657,"Europe"
"870","2020-04","CYP","2020-04-30","Cyprus",843,15,940.843,16.741,58000,64.732,0,0,0,0,896005,127.657,"Europe"
"871","2020-05","CYP","2020-05-31","Cyprus",943,17,1052.449,18.973,117302,130.917,0,0,0,0,896005,127.657,"Europe"
"872","2020-06","CYP","2020-06-30","Cyprus",996,19,1111.601,21.205,157442,175.716,0,0,0,0,896005,127.657,"Europe"
"873","2020-07","CYP","2020-07-31","Cyprus",1084,19,1209.815,21.205,204090,227.778,0,0,0,0,896005,127.657,"Europe"
"874","2020-08","CYP","2020-08-31","Cyprus",1487,21,1659.589,23.437,303192,338.382,0,0,0,0,896005,127.657,"Europe"
"875","2020-09","CYP","2020-09-30","Cyprus",1743,22,1945.302,24.553,382505,426.901,0,0,0,0,896005,127.657,"Europe"
"876","2020-10","CYP","2020-10-31","Cyprus",4217,25,4706.447,27.902,486744,543.238,0,0,0,0,896005,127.657,"Europe"
"877","2020-11","CYP","2020-11-30","Cyprus",10383,48,11588.105,53.571,703407,785.048,0,0,0,0,896005,127.657,"Europe"
"878","2020-12","CYP","2020-12-31","Cyprus",22346,120,24939.593,133.928,1037630,1158.063,0,0,0,0,896005,127.657,"Europe"
"879","2021-01","CYP","2021-01-31","Cyprus",31227,198,34851.368,220.981,1407457,1570.814,0,0,0,0,896005,127.657,"Europe"
"880","2021-02","CYP","2021-02-28","Cyprus",34935,232,38989.738,258.927,2300160,2567.129,0,0,0,0,896005,127.657,"Europe"
"881","2021-03","CYP","2021-03-31","Cyprus",46105,257,51456.186,286.829,3631244,4052.705,0,0,0,0,896005,127.657,"Europe"
"882","2021-04","CYP","2021-04-30","Cyprus",66202,309,73885.748,344.864,5227671,5834.422,0,0,0,0,896005,127.657,"Europe"
"883","2021-05","CYP","2021-05-31","Cyprus",73483,361,82011.819,402.9,7014567,7828.714,0,0,0,0,896005,127.657,"Europe"
"884","2021-06","CYP","2021-06-30","Cyprus",76552,375,85437.023,418.524,8220767,9174.912,809234,0,90.32,0,896005,127.657,"Europe"
"885","2021-07","CYP","2021-07-31","Cyprus",102926,420,114872.127,468.747,10207285,11391.996,NA,0,NA,0,896005,127.657,"Europe"
"886","2021-08","CYP","2021-08-31","Cyprus",115310,510,128693.478,569.193,11650739,13002.984,NA,0,NA,0,896005,127.657,"Europe"
"887","2021-09","CYP","2021-09-30","Cyprus",120143,552,134087.421,616.068,13286454,14828.549,NA,0,NA,0,896005,127.657,"Europe"
"888","2020-01","CZE","2020-01-24","Czechia",0,0,0,0,0,0,0,0,0,0,10724553,137.176,"Europe"
"889","2020-02","CZE","2020-02-23","Czechia",0,0,0,0,0,0,0,0,0,0,10724553,137.176,"Europe"
"890","2020-03","CZE","2020-03-31","Czechia",3308,31,308.451,2.891,0,0,0,0,0,0,10724553,137.176,"Europe"
"891","2020-04","CZE","2020-04-30","Czechia",7682,236,716.3,22.006,0,0,0,0,0,0,10724553,137.176,"Europe"
"892","2020-05","CZE","2020-05-31","Czechia",9268,320,864.185,29.838,0,0,0,0,0,0,10724553,137.176,"Europe"
"893","2020-06","CZE","2020-06-30","Czechia",11954,349,1114.639,32.542,0,0,0,0,0,0,10724553,137.176,"Europe"
"894","2020-07","CZE","2020-07-31","Czechia",16574,382,1545.426,35.619,0,0,0,0,0,0,10724553,137.176,"Europe"
"895","2020-08","CZE","2020-08-31","Czechia",24618,424,2295.48,39.535,0,0,0,0,0,0,10724553,137.176,"Europe"
"896","2020-09","CZE","2020-09-30","Czechia",70763,655,6598.224,61.075,0,0,0,0,0,0,10724553,137.176,"Europe"
"897","2020-10","CZE","2020-10-31","Czechia",335102,3251,31246.244,303.136,0,0,0,0,0,0,10724553,137.176,"Europe"
"898","2020-11","CZE","2020-11-30","Czechia",523298,8295,48794.388,773.459,0,0,0,0,0,0,10724553,137.176,"Europe"
"899","2020-12","CZE","2020-12-31","Czechia",718661,11580,67010.812,1079.765,0,0,11872,0,0.11,0,10724553,137.176,"Europe"
"900","2021-01","CZE","2021-01-31","Czechia",984774,16308,91824.247,1520.623,0,0,281177,0,2.62,0,10724553,137.176,"Europe"
"901","2021-02","CZE","2021-02-28","Czechia",1235480,20339,115201.072,1896.489,0,0,669575,0,6.24,0,10724553,137.176,"Europe"
"902","2021-03","CZE","2021-03-31","Czechia",1532332,26421,142880.734,2463.599,0,0,1738511,0,16.21,0,10724553,137.176,"Europe"
"903","2021-04","CZE","2021-04-30","Czechia",1630758,29267,152058.366,2728.972,0,0,3205028,0,29.88,0,10724553,137.176,"Europe"
"904","2021-05","CZE","2021-05-31","Czechia",1661272,30108,154903.612,2807.39,0,0,5381307,0,50.18,0,10724553,137.176,"Europe"
"905","2021-06","CZE","2021-06-30","Czechia",1667287,30303,155464.475,2825.572,0,0,8302942,0,77.42,0,10724553,137.176,"Europe"
"906","2021-07","CZE","2021-07-31","Czechia",1673576,30373,156050.886,2832.099,0,0,10393879,1,96.92,0,10724553,137.176,"Europe"
"907","2021-08","CZE","2021-08-31","Czechia",1679189,30404,156574.265,2834.99,0,0,11504427,2,107.27,0,10724553,137.176,"Europe"
"908","2021-09","CZE","2021-09-30","Czechia",1691489,30459,157721.166,2840.118,0,0,11828047,5966,110.29,0.06,10724553,137.176,"Europe"
"909","2020-01","DEU","2020-01-31","Germany",5,0,0.06,0,0,0,0,0,0,0,83900471,237.016,"Europe"
"910","2020-02","DEU","2020-02-29","Germany",79,0,0.942,0,0,0,0,0,0,0,83900471,237.016,"Europe"
"911","2020-03","DEU","2020-03-31","Germany",71808,775,855.871,9.237,0,0,0,0,0,0,83900471,237.016,"Europe"
"912","2020-04","DEU","2020-04-30","Germany",163009,6623,1942.885,78.939,0,0,0,0,0,0,83900471,237.016,"Europe"
"913","2020-05","DEU","2020-05-31","Germany",183410,8540,2186.043,101.787,4296092,51.205,0,0,0,0,83900471,237.016,"Europe"
"914","2020-06","DEU","2020-06-30","Germany",195418,8990,2329.165,107.151,NA,NA,0,0,0,0,83900471,237.016,"Europe"
"915","2020-07","DEU","2020-07-31","Germany",210399,9147,2507.721,109.022,NA,NA,0,0,0,0,83900471,237.016,"Europe"
"916","2020-08","DEU","2020-08-31","Germany",244802,9303,2917.767,110.881,NA,NA,0,0,0,0,83900471,237.016,"Europe"
"917","2020-09","DEU","2020-09-30","Germany",292913,9495,3491.196,113.17,NA,NA,0,0,0,0,83900471,237.016,"Europe"
"918","2020-10","DEU","2020-10-31","Germany",531790,10483,6338.343,124.946,NA,NA,0,0,0,0,83900471,237.016,"Europe"
"919","2020-11","DEU","2020-11-30","Germany",1069912,16694,12752.157,198.974,NA,NA,0,0,0,0,83900471,237.016,"Europe"
"920","2020-12","DEU","2020-12-31","Germany",1746929,33791,20821.444,402.751,NA,NA,207310,1,0.25,0,83900471,237.016,"Europe"
"921","2021-01","DEU","2021-01-31","Germany",2225659,57163,26527.372,681.319,40698574,485.082,2543065,7,3.03,0,83900471,237.016,"Europe"
"922","2021-02","DEU","2021-02-28","Germany",2450295,70152,29204.782,836.134,45135704,537.967,6332564,27,7.55,0,83900471,237.016,"Europe"
"923","2021-03","DEU","2021-03-31","Germany",2843644,76589,33893.064,912.855,NA,NA,14206747,45,16.93,0,83900471,237.016,"Europe"
"924","2021-04","DEU","2021-04-30","Germany",3405365,83097,40588.151,990.424,NA,NA,29769972,90,35.48,0,83900471,237.016,"Europe"
"925","2021-05","DEU","2021-05-31","Germany",3689921,88601,43979.741,1056.025,NA,NA,50822213,170,60.57,0,83900471,237.016,"Europe"
"926","2021-06","DEU","2021-06-30","Germany",3736205,90945,44531.395,1083.963,NA,NA,75583792,410,90.09,0,83900471,237.016,"Europe"
"927","2021-07","DEU","2021-07-31","Germany",3776724,91666,45014.336,1092.556,NA,NA,92856075,1374,110.67,0,83900471,237.016,"Europe"
"928","2021-08","DEU","2021-08-31","Germany",3965681,92229,47266.493,1099.267,NA,NA,102129209,17988,121.73,0.02,83900471,237.016,"Europe"
"929","2021-09","DEU","2021-09-30","Germany",4239773,93715,50533.364,1116.978,NA,NA,108008209,791247,128.73,0.94,83900471,237.016,"Europe"
"930","2020-03","DJI","2020-03-31","Djibouti",30,0,29.934,0,0,0,0,0,0,0,1002197,41.285,"Africa"
"931","2020-04","DJI","2020-04-30","Djibouti",1089,2,1086.613,1.996,0,0,0,0,0,0,1002197,41.285,"Africa"
"932","2020-05","DJI","2020-05-31","Djibouti",3354,24,3346.647,23.947,0,0,0,0,0,0,1002197,41.285,"Africa"
"933","2020-06","DJI","2020-06-30","Djibouti",4682,54,4671.736,53.882,0,0,0,0,0,0,1002197,41.285,"Africa"
"934","2020-07","DJI","2020-07-31","Djibouti",5084,58,5072.855,57.873,0,0,0,0,0,0,1002197,41.285,"Africa"
"935","2020-08","DJI","2020-08-31","Djibouti",5387,60,5375.191,59.868,0,0,0,0,0,0,1002197,41.285,"Africa"
"936","2020-09","DJI","2020-09-30","Djibouti",5416,61,5404.127,60.866,0,0,0,0,0,0,1002197,41.285,"Africa"
"937","2020-10","DJI","2020-10-31","Djibouti",5561,61,5548.809,60.866,0,0,0,0,0,0,1002197,41.285,"Africa"
"938","2020-11","DJI","2020-11-30","Djibouti",5679,61,5666.551,60.866,0,0,0,0,0,0,1002197,41.285,"Africa"
"939","2020-12","DJI","2020-12-31","Djibouti",5831,61,5818.217,60.866,0,0,0,0,0,0,1002197,41.285,"Africa"
"940","2021-01","DJI","2021-01-31","Djibouti",5932,63,5918.996,62.862,0,0,0,0,0,0,1002197,41.285,"Africa"
"941","2021-02","DJI","2021-02-28","Djibouti",6066,63,6052.702,62.862,0,0,0,0,0,0,1002197,41.285,"Africa"
"942","2021-03","DJI","2021-03-31","Djibouti",8002,70,7984.458,69.847,0,0,0,0,0,0,1002197,41.285,"Africa"
"943","2021-04","DJI","2021-04-30","Djibouti",11100,143,11075.667,142.687,0,0,0,0,0,0,1002197,41.285,"Africa"
"944","2021-05","DJI","2021-05-31","Djibouti",11533,154,11507.718,153.662,0,0,0,0,0,0,1002197,41.285,"Africa"
"945","2021-06","DJI","2021-06-30","Djibouti",11602,155,11576.566,154.66,0,0,0,0,0,0,1002197,41.285,"Africa"
"946","2021-07","DJI","2021-07-31","Djibouti",11651,156,11625.459,155.658,0,0,0,0,0,0,1002197,41.285,"Africa"
"947","2021-08","DJI","2021-08-31","Djibouti",11750,157,11724.242,156.656,0,0,0,0,0,0,1002197,41.285,"Africa"
"948","2021-09","DJI","2021-09-30","Djibouti",12811,167,12782.916,166.634,0,0,0,0,0,0,1002197,41.285,"Africa"
"949","2020-03","DMA","2020-03-31","Dominica",12,0,166.269,0,0,0,0,0,0,0,72172,98.567,"North America"
"950","2020-04","DMA","2020-04-30","Dominica",16,0,221.693,0,0,0,0,0,0,0,72172,98.567,"North America"
"951","2020-05","DMA","2020-05-31","Dominica",16,0,221.693,0,0,0,0,0,0,0,72172,98.567,"North America"
"952","2020-06","DMA","2020-06-30","Dominica",18,0,249.404,0,0,0,0,0,0,0,72172,98.567,"North America"
"953","2020-07","DMA","2020-07-31","Dominica",18,0,249.404,0,0,0,0,0,0,0,72172,98.567,"North America"
"954","2020-08","DMA","2020-08-31","Dominica",20,0,277.116,0,0,0,0,0,0,0,72172,98.567,"North America"
"955","2020-09","DMA","2020-09-30","Dominica",30,0,415.674,0,0,0,0,0,0,0,72172,98.567,"North America"
"956","2020-10","DMA","2020-10-31","Dominica",50,0,692.789,0,0,0,0,0,0,0,72172,98.567,"North America"
"957","2020-11","DMA","2020-11-30","Dominica",85,0,1177.742,0,0,0,0,0,0,0,72172,98.567,"North America"
"958","2020-12","DMA","2020-12-31","Dominica",88,0,1219.309,0,0,0,0,0,0,0,72172,98.567,"North America"
"959","2021-01","DMA","2021-01-31","Dominica",117,0,1621.127,0,0,0,0,0,0,0,72172,98.567,"North America"
